Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Austria,AUT,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.3,98.3,98.4,98.4,98.4,98.6,98.6,98.5,98.6,98.6,98.5,98.6,98.5,98.5,98.5,98.5
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.375722147,1.267168189,1.651553922,0.941470921,2.735120222,2.244065325,3.454041836,3.727415301,1.460423676,-3.764578178,1.837093677,2.922797284,0.680445577,0.025504712,0.661272849,1.014501586
Austria,AUT,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,17,14,15,13,13,13,12,11,10,9.1,9.1,9.2,8.5,8.5,7.6,7.5
Austria,AUT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,71.13,70.55,71.76,71.84,69.67,71.3,71.93,73.05,73.6,74.17,74.42,74.77,75.32,75.64,75.42,75.51
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.5,5.4,5.3,5.2,5.1,4.9,4.7,4.6,4.5,4.5,4.3,4.2,4,3.9,3.8,3.7
Austria,AUT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.45434703,96.66067317,96.86700222,97.07332836,97.27965449,97.48597486,97.69230677,97.89862716,98.10495617,98.31128232,98.51761132,98.72393746,98.91425332,98.91264679,98.91103181,98.90942251
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.35536282,15.35536282,15.35536282,15.35536282,15.35536282,15.59206265,15.59206265,15.59206265,15.59206265,15.59206265,15.14913995,15.57337093,14.28233205,14.08161348,13.37922794,13.54109517
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.6723175,102.9474716,101.2514801,100.4638214,100.7213211,100.8326187,101.559288,101.6712494,100.7259369,100.2024765,99.78977966,99.73870087,100.5990601,101.2101212,101.6281891,101.9974823
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.69606018,98.95749664,99.02117157,99.47920227,99.52355957,100.3533478,100.3299637,99.70886993,99.42073059,99.64984894,98.80721283,98.06147003,97.84332275,99.19738007,99.66307831,100.3209991
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0,0,0,0,0,0,0,63.0472908,65.88690186,68.11264801,75.6237793,78.49945068,78.93891144,79.65540314,79.15869904,80.71942139
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.599999905,4.132999897,4.528999805,4.342000008,5.885000229,5.859000206,5.598999977,5.300000191,4.410999775,5.085000038,4.631999969,4.576000214,4.795000076,5.287000179,5.381000042,5.306000233
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.690000057,4.010000229,4.849999905,4.78000021,5.829999924,5.630000114,5.239999771,4.860000134,4.130000114,5.300000191,4.820000172,4.559999943,4.869999886,5.329999924,5.619999886,5.71999979
Bahrain,BHR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.7,97.5,97.6,97.8,97.7,97.5,97.5,97.4,97.5,99.4,99.3,99.6,99.8,99.8,99.8,99.9
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.300070056,2.490948108,3.348550668,6.296441979,6.980960594,6.768997871,6.467000122,8.293960448,6.245010775,2.539885936,4.334299173,1.983515012,3.72810843,5.41683981,4.350390853,2.485378558
Bahrain,BHR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,33,30,29,39,34,36,33,33,31,32,23,21,21,19,17,15
Bahrain,BHR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.43,67.42,67.65,68.25,69.1,70.06,70.43,71.06,71.87,72.73,73.52,72.72,72.83,72.88,72.97,73.09
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,12.5,12,11.6,11.3,11,10.6,10.2,9.8,9.3,8.9,8.5,8.2,8,7.8,7.7,7.6
Bahrain,BHR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.83391818,98.84970743,98.86549794,98.88128971,98.89708273,98.912877,98.92867253,98.94446932,98.95315742,98.96051998,98.96788255,98.97524511,98.98260767,98.98326213,98.98326213,98.98326213
Bahrain,BHR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,67.95778934,0,0,0,0,64.58727578,0,0,0,0,65.63088097,63.73249929,70.28748254,67.79467818,62.75854371,72.60467743
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.9660263,100.6770401,100.7419815,99.80986023,98.38226318,95.74597931,98.41713715,0,0,0,0,94.86897278,95.34284973,97.67427826,99.7290802,101.2005081
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,97.56947327,97.96576691,94.30005646,94.26097107,95.3710022,96.20007324,96.39720917,0,91.79231262,91.98146057,92.85565186,95.29779816,91.67199707,96.67333984,98.94239807,102.1602402
Bahrain,BHR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0,0,0,27.94310951,0,23.95824051,22.79488945,0,0,0,0,43.96669006,43.19741058,39.54288864,41.32923889,43.27574921
Bahrain,BHR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.457000017,3.525000095,3.529999971,3.503999949,3.522000074,3.555999994,3.599999905,3.602999926,3.665999889,3.746000051,3.707000017,3.869999886,3.904999971,3.819000006,3.802000046,3.822999954
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.083999991,1.10800004,1.105000019,1.087000012,1.085999966,1.090999961,1.097000003,1.088000059,1.106999993,1.139000058,1.129999995,1.180999994,1.200000048,1.184000015,1.190000057,1.202000022
Bangladesh,BGD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,11.6,12,0,13.9,12.8,0,20.1,18,0,24.4,26.5,27.4,0,36.5,42.1,0
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.293294719,5.077287775,3.83312394,4.7395674,5.23953291,6.535944941,6.671904981,7.058599357,6.013789759,5.045124794,5.571788188,6.464379123,6.521458781,6.013605658,6.061059359,6.552639879
Bangladesh,BGD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
Bangladesh,BGD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,58.85,58.83,58.82,58.83,58.83,58.82,58.73,58.68,58.64,58.59,58.55,58.54,58.54,58.55,58.55,58.54
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,86,81.1,76.5,72.3,68.3,64.6,61,57.8,54.7,51.8,49.1,46.7,44.4,42.2,40.1,38.1
Bangladesh,BGD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,16.77013429,15.77866165,14.77443294,13.77956095,12.79449404,11.81975742,10.85529088,9.901515171,8.958818692,8.027558194,7.107841592,6.200095368,5.30484137,4.422388071,3.552648541,2.695839017
Bangladesh,BGD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,55.26806616,55.27115966,55.24644393,55.21810077,55.18626868,55.15126174,55.11252136,55.07018233,55.02438402,54.97528262,54.92247685,54.86629665,55.20873295,55.56673972,55.9399014,56.32891798
Bangladesh,BGD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,63.0363418,0,0,0,0,68.87354591,0,0,0,0,70.76499566,70.2105489,70.79390882,65.64508289,68.3953774,66.96574924
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,0,0,0,0,0,101.6478119,102.416153,101.6202469,99.5429306,102.9275665,105.9745483,106.3301163,0,0,0,0
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,49.76398849,51.03987122,52.19578934,51.93294144,48.3519783,46.96282959,47.52978134,48.30105972,46.24111938,49.99824142,51.63769531,52.4313736,55.20996857,60.16874313,0,65.62918854
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,5.631340027,6.651539803,6.344419956,6.390960217,5.889150143,6.446700096,7.361199856,7.932970047,8.884090424,10.8580904,0,13.87750053,13.80099964,13.5304203,13.85932159,13.78740978
Bangladesh,BGD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.33100009,3.83100009,4.271999836,4.835999966,5.894000053,7.050000191,6.464000225,6.84800005,7.104000092,7.366000175,4.43900013,5.545000076,6.598999977,7.587999821,7.481999874,7.418000221
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.269999981,3.617000103,3.898000002,4.320000172,4.261000156,4.25,3.589999914,4.126999855,4.566999912,5,3.380000114,3.770999908,4.118999958,4.429999828,4.383999825,4.366000175
Belarus,BLR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,99.9,99.9,99.9,100,99.9,99.9,99.9,99.9,99.9,99.8,100,99.8,99.8,0
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.80000344,4.725305994,5.04526748,7.043192559,11.44974311,9.400001524,9.999994812,8.600006536,10.19999944,0.19999531,7.798266823,5.37870745,1.687135536,1.003470841,1.726384854,-3.829570558
Belarus,BLR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,86,70,66,77,71,69,68,71,68,70,68,62,63,59,51,50
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,70.28,70.88,71.53,72.19,72.79,73.3,73.7,74.04,74.36,74.69,75.06,75.5,75.96,76.41,76.83,77.18
Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,12.7,11.8,10.9,10.1,9.4,8.7,8,7.3,6.6,6.1,5.6,5.2,4.9,4.6,4.3,4.1
Belarus,BLR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,80.61114741,80.79672499,80.98077061,81.16290483,82.52754713,83.85957469,85.15943487,86.42759492,87.6647303,88.87068173,90.05490204,91.20763555,92.32544326,93.40899223,94.45894388,94.48513534
Belarus,BLR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.65026613,0,0,0,0,22.87190055,0,0,0,0,23.31940958,22.91114578,21.64637226,20.59045954,19.76605366,20.07627636
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.7167664,114.9993134,112.4711609,102.379303,99.97944641,98.43138123,99.36715698,101.7897263,104.8463821,105.9405212,104.3696899,102.1262283,99.81443024,98.2072525,98.30412292,99.14978027
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,0,0,0,0,0,0,0,0,111.9255905,110.7479019,108.225441,107.3914185,107.2134399,105.4282608,105.52314,105.4690018
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,55.08983994,57.5134697,60.09336853,62.86722946,65.01206207,67.57421112,69.71343231,71.66674805,71.22473145,74.45922089,79.57814026,86.13761902,92.07142639,93.54328156,91.50016022,89.56716156
Belarus,BLR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.793000221,9.17800045,8.616999626,8.109000206,7.666999817,7.035999775,6.482999802,5.886000156,5.360000134,4.623000145,4.701000214,4.600999832,4.480999947,4.413000107,4.368000031,4.222000122
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.26200008,11.5539999,10.90699959,10.32400036,9.819999695,9.062999725,8.399999619,7.672999859,7.032000065,6.099999905,6.252999783,6.165999889,6.051000118,6.006000042,5.993999958,5.840000153
Belgium,BEL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.716679384,1.099618888,1.706884585,1.037982549,3.571204343,2.321737054,2.552349944,3.676881136,0.446928735,-2.020743062,2.864292708,1.694513899,0.739217283,0.459242193,1.578533143,2.041459009
Belgium,BEL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,14,15,13,12,12,12,11,10,10,9.8,11,10,9.5,9.4,9.1,9.5
Belgium,BEL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,65.22,63.54,63.93,64.05,65.07,66.66,66.54,67.21,67.2,66.94,67.65,66.62,66.79,67.44,67.72,67.68
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.8,5.6,5.4,5.2,5.1,4.9,4.8,4.7,4.6,4.5,4.4,4.4,4.3,4.2,4.1,4.1
Belgium,BEL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.41810223,99.41809458,99.4180984,99.41809986,99.41810188,99.41809927,99.41809926,99.41809444,99.41809672,99.41810037,99.46766863,99.51724425,99.5668098,99.61638142,99.66595263,99.71552438
Belgium,BEL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.66245122,0,0,0,0,15.43635146,0,0,0,0,16.00931923,15.69844257,14.74189365,14.02266986,13.2336213,13.56652303
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.8344193,104.076561,103.1672287,102.3609085,100.800209,100.4623413,100.7341919,101.5342178,102.1575623,102.1275635,101.9242401,101.9468002,102.2560501,103.8219681,103.6480637,103.1558075
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,144.8762817,153.801239,155.9069672,158.6302795,153.4053345,159.8901367,161.0192108,159.514267,158.7434082,156.6383667,156.8615265,156.6331635,157.7947693,160.9192352,162.2993469,163.9347229
Belgium,BEL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,58.16905975,58.8563385,59.38277817,59.83446121,61.02286911,61.08547974,61.65359116,61.20013046,62.08623886,65.26769257,67.82901001,69.8425293,71.1920166,72.11549377,72.99739838,74.55976105
Belgium,BEL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.284999847,6.923999786,7.802999973,7.999000072,8.277999878,9.508999825,9.31499958,8.447999954,7.604000092,8.112999916,8.513999939,7.177999973,7.40899992,8.175000191,7.938000202,7.769000053
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.590000153,6.179999828,6.909999847,7.679999828,7.360000134,8.43999958,8.25,7.460000038,6.980000019,7.909999847,8.289999962,7.139999866,7.539999962,8.430000305,8.520000458,8.479999542
Bhutan,BTN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,27.3,0,0,56.1,0,52.3,57.1,71.4,66.3,66,64.5,70,74.6,89,89,89
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.355068285,8.348954483,10.99228184,7.823302361,6.008742236,7.287249352,6.999738095,18.36085406,4.799460612,6.748333748,11.945896,7.982617041,5.118400858,2.119972633,5.77649568,6.642232105
Bhutan,BTN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,243,215,220,202,190,190,170,183,174,202,232,216,196,185,181,162
Bhutan,BTN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,71.51,71.67,71.9,72.18,72.47,72.76,72.76,72.76,72.77,72.81,70.47,68.32,66.07,66.47,64.5,68.61
Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,77.2,72.9,68.9,65,61.2,57.5,54.1,50.8,47.8,44.9,42.4,40,38,36.2,34.6,33.1
Bhutan,BTN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.881317393,9.801808375,9.187421077,8.579766852,7.979114097,7.388524299,6.827970485,6.272804232,5.723144183,5.179238436,4.641091145,4.10880891,3.582970174,3.063558442,2.550502604,2.043696122
Bhutan,BTN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,28.71132217,29.25476335,29.79854331,30.34238931,30.8862829,31.41844539,31.84878399,32.27668316,32.70204262,33.12405492,33.54312059,33.95914771,34.36864461,34.77122369,35.16674204,35.5552871
Bhutan,BTN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,39.74957882,0,0,0,0,43.01963566,0,0,0,0,43.96188317,43.07170329,42.93227289,41.88190701,40.83967373,39.81863873
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,76.17700958,78.63001251,81.08416748,84.15406036,87.92790222,91.05957794,94.55560303,97.91548157,100.9437866,105.1542435,108.214447,110.8769836,111.9010315,106.9431076,105.4768219,104.2337646
Bhutan,BTN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,30.02342987,33.41059875,0,0,0,44.55110168,47.40182877,51.40493011,54.71617126,59.57789993,63.56647873,67.24878693,71.69738007,75.61264801,82.71891785,84.01727295
Bhutan,BTN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0,0,0,0,0,5.039000034,5.303349972,5.70472002,6.758729935,6.491660118,6.909411907,8.116292,8.025341988,10.90071964,0,14.12413979
Bhutan,BTN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.209000111,2.885999918,2.729000092,2.493000031,3.313999891,3.33100009,3.799999952,4.701000214,4.921000004,5.53000021,4.053999901,4.868000031,2.213999987,3.75999999,3.605999947,3.253999949
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.593000054,1.899999976,1.889000058,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.654999971,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.6,98.3,98.5,98.4,98.6,98.6,97,98.6,98.8,98.9,98.9,99,99,98,98.4,98.2
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.387949447,1.389896401,3.053461859,1.140828998,5.759964637,3.202132061,3.961988711,6.069870607,5.094195447,-0.125812002,7.528225818,3.974423079,1.921175986,3.004822669,0.50395574,-3.545763393
Brazil,BRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,51,48,52,53,54,50,46,46,46,45,44,44,44,44,43,43
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.81,68.09,68.94,69.06,69.96,70.71,70.3,70.17,70.23,70.63,69.65,68.65,69.51,69.56,69.47,69.8
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.7,32.5,30.4,28.4,26.5,24.8,23.2,21.8,20.6,19.5,18.6,17.9,17.2,16.7,16.3,15.9
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,8.910025809,8.367749547,7.845655495,7.334105828,6.83318915,6.342684651,5.862148476,5.391408152,4.930287589,4.478986499,4.03690021,3.602450642,3.17713097,2.761021379,2.353523133,1.954703743
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,75.99606802,76.56129687,77.04836801,77.32908456,77.60419859,77.87380706,78.1382912,78.39773752,78.65221598,78.90124496,79.14548167,79.38738202,79.62451905,80.41174261,81.19584995,81.97630358
Brazil,BRA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.77348119,0,0,0,0,15.59592573,0,0,0,0,15.95528506,15.91279799,15.28545576,14.60990092,13.98993477,13.59465562
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,0,150.785553,146.8277893,140.5444946,133.6963043,133.2621613,0,128.1797943,132.0552063,131.1651611,0,106.9850616,104.7822266,109.945137,110.3164597,109.1521835
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,0,0,109.9942169,101.8686676,102.3710327,101.2919922,0,95.16999817,96.72012329,96.66548157,0,95.26338196,94.32097626,103.9176788,102.6355286,100.920517
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0,18.15427971,20.69566917,23.21698952,24.49123955,25.98962975,0,30.78668976,35.56209946,37.03839874,0,43.45983124,45.17753983,47.05736923,50.17644882,51.32004166
Brazil,BRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.35099983,12.2159996,11.8579998,12.66100025,11.98900032,12.53899956,11.375,11.13099957,9.944000244,11.35599995,9.833999634,9.437000275,9.067000389,8.776000023,8.114999771,10.06000042
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.56099987,9.609999657,9.369999886,9.989999771,9.109999657,9.569999695,8.640000343,8.329999924,7.340000153,8.520000458,7.274000168,6.920000076,7.190000057,6.980000019,6.659999847,8.430000305
Brunei Darussalam,BRN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.2,99.7,99.6,99.6,99.6,99.7,99.7,99.9,99.7,99.9,99.8,99.7,99.8,99.7,99.9,100
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.849421858,2.744040518,3.872096967,2.903955477,0.504318253,0.387507208,4.397719678,0.154581812,-1.939714638,-1.764535541,2.598965746,3.745318352,0.912841671,-2.126028517,-2.508352566,-0.39238375
Brunei Darussalam,BRN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,106,73,76,68,59,51,62,63,67,63,69,66,69,59,55,58
Brunei Darussalam,BRN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,70.1,69.98,69.69,69.55,69.56,69.66,69.44,69.27,69.18,69.19,69.26,69.32,69.31,69.27,69.21,69.18
Brunei Darussalam,BRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.3,10.1,9.8,9.7,9.6,9.5,9.5,9.5,9.5,9.6,9.7,9.8,10,10.2,10.4,10.6
Brunei Darussalam,BRN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Brunei Darussalam,BRN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,BRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.884513524,0,0,0,0,7.24439177,0,0,0,0,7.417004403,7.366187122,7.570822949,6.709489683,6.180830115,6.484179774
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.1819077,107.3191299,107.7133484,110.6532669,111.04673,110.6296997,110.3037262,109.6869583,107.6224136,106.9230423,106.5421677,106.1331558,105.9343872,106.1110306,105.4932098,105.5275497
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,84.64923096,85.06243896,86.54186249,88.37415314,92.80322266,96.58753204,97.44117737,95.79460907,96.01590729,98.20404053,99.17563629,101.4305496,106.2648315,104.9133072,99.59155273,107.6664047
Brunei Darussalam,BRN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,12.68708992,14.24075031,13.91759014,14.00621986,14.68593979,14.56068993,14.50456047,15.01222038,15.73894978,16.76596069,15.45913982,17.40431976,22.42971039,24.34009933,29.28966331,37.56301498
