Country Name,Country Code,Series Name,Series Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Austria,AUT,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,13,12,11,10,9.1,9.1,9.2,8.5,8.5,7.6,7.5
Austria,AUT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,71.3,71.93,73.05,73.6,74.17,74.42,74.77,75.32,75.64,75.42,75.51
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.33170732,79.8804878,80.1804878,80.43170732,80.33170732,80.5804878,80.98292683,80.93658537,81.13658537,81.4902439,81.1902439
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.9,4.7,4.6,4.5,4.5,4.3,4.2,4,3.9,3.8,3.7
Austria,AUT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.3355,4.4684,4.5528,4.6169,4.706,4.8016,4.8398,4.8859,4.9744,5.0359,5.1035
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.35536282,15.35536282,15.35536282,15.35536282,15.35536282,15.14913995,15.57337093,14.28233205,14.08161348,13.37922794,13.54109517
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.41,26.64,28.99,29.68,31.31,31.15,31.64,34.38,34.59,35.67,34.82
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.8326187,101.559288,101.6712494,100.7259369,100.2024765,99.78977966,99.73870087,100.5990601,101.2101212,101.6281891,101.9974823
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.3533478,100.3299637,99.70886993,99.42073059,99.64984894,98.80721283,98.06147003,97.84332275,99.19738007,99.66307831,100.3209991
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,63.0472908,63.0472908,63.0472908,65.88690186,68.11264801,75.6237793,78.49945068,78.93891144,79.65540314,79.15869904,80.71942139
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.859000206,5.598999977,5.300000191,4.410999775,5.085000038,4.631999969,4.576000214,4.795000076,5.287000179,5.381000042,5.306000233
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.630000114,5.239999771,4.860000134,4.130000114,5.300000191,4.820000172,4.559999943,4.869999886,5.329999924,5.619999886,5.71999979
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.813,58.532,58.249,57.966,57.683,57.399,57.115,57.147,57.336,57.526,57.715
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.5,97.5,97.4,97.5,99.4,99.3,99.6,99.8,99.8,99.8,99.9
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.768997871,6.467000122,8.293960448,6.245010775,2.539885936,4.334299173,1.983515012,3.72810843,5.41683981,4.350390853,2.485378558
Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.81,2.74,2.74,1.97,1.9,1.77,1.7,2.08,2.08,2.03,1.95
Bahrain,BHR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,36,33,33,31,32,23,21,21,19,17,15
Bahrain,BHR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,70.06,70.43,71.06,71.87,72.73,73.52,72.72,72.83,72.88,72.97,73.09
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.931,77.156,77.634,78.084,78.461,78.748,78.89,79.081,79.246,79.328,79.405
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.6,10.2,9.8,9.3,8.9,8.5,8.2,8,7.8,7.7,7.6
Bahrain,BHR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,99,99,99,99,99,99,99,99,99,99,99
Bahrain,BHR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.0436,1.0142,1.0155,0.9896,0.9695,0.9493,0.9451,0.957,0.9536,0.9573,0.9257
Bahrain,BHR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,67.95778934,67.95778934,67.95778934,67.95778934,67.95778934,65.63088097,63.73249929,70.28748254,67.79467818,62.75854371,72.60467743
Bahrain,BHR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,95.74597931,98.41713715,98.41713715,98.41713715,98.41713715,98.41713715,94.86897278,95.34284973,97.67427826,99.7290802,101.2005081
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.20007324,96.39720917,96.39720917,91.79231262,91.98146057,92.85565186,95.29779816,91.67199707,96.67333984,98.94239807,102.1602402
Bahrain,BHR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,23.95824051,22.79488945,22.79488945,22.79488945,22.79488945,22.79488945,43.96669006,43.19741058,39.54288864,41.32923889,43.27574921
Bahrain,BHR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.555999994,3.599999905,3.602999926,3.665999889,3.746000051,3.707000017,3.869999886,3.904999971,3.819000006,3.802000046,3.822999954
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.090999961,1.097000003,1.088000059,1.106999993,1.139000058,1.129999995,1.180999994,1.200000048,1.184000015,1.190000057,1.202000022
Bahrain,BHR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.422,88.452,88.488,88.53,88.579,88.634,88.695,88.762,88.835,88.915,88.999
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.2,9.8,10.3,11,11.8,12.7,13.7,14.7,15.8,17.1,18.3
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.22999954,50.52510071,46.5,54.73551559,57.56884766,55.25999832,59.59999847,66.15557098,61.5,62.40000153,74.90373993
Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,30.17185783,40.17095566,32.49226379,42.30385971,45.39578247,39.9978981,45.70708847,54.64748001,48.58776474,48.12120056,65.22212982
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.61000061,77.7991333,82.09999847,85.21899414,86.37011719,90.09999847,90.19999695,90.61813354,88,90.69999695,93.44181824
Bangladesh,BGD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,12,12,24.4,24.4,24.4,26.5,27.4,27.4,36.5,42.1,42.1
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.535944941,6.671904981,7.058599357,6.013789759,5.045124794,5.571788188,6.464379123,6.521458781,6.013605658,6.061059359,6.552639879
Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.34,0.34,0.34,0.34,0.34,0.34,0.6,0.6,0.6,0.6,0.77
Bangladesh,BGD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,221,221,221,221,221,221,221,221,221,221,221
Bangladesh,BGD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,58.82,58.73,58.68,58.64,58.59,58.55,58.54,58.54,58.55,58.55,58.54
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.299,67.241,66.714,67.051,67.403,68.638,68.809,69.554,69.565,69.986,70.491
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.6,61,57.8,54.7,51.8,49.1,46.7,44.4,42.2,40.1,38.1
Bangladesh,BGD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.81975742,10.85529088,9.901515171,8.958818692,8.027558194,7.107841592,6.200095368,5.30484137,4.422388071,3.552648541,2.695839017
Bangladesh,BGD,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,98.38269746,98.31775082,98.2527497,98.18769411,98.12258405,98.05741951,97.99220049,97.926927,97.86159904,97.7962166,97.73077968
Bangladesh,BGD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.3084,0.3167,0.3293,0.342,0.3544,0.3635,0.3839,0.4001,0.4218,0.4887,0.4858
Bangladesh,BGD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,68.87354591,68.87354591,68.87354591,68.87354591,68.87354591,70.76499566,70.2105489,70.79390882,65.64508289,68.3953774,66.96574924
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.66,48.69,47.19,45.2,43.1,40.28,38.41,37.31,37.08,35.32,31.93
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.6478119,102.416153,101.6202469,99.5429306,102.9275665,105.9745483,106.3301163,106.3301163,106.3301163,106.3301163,106.3301163
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,46.96282959,47.52978134,48.30105972,46.24111938,49.99824142,51.63769531,52.4313736,55.20996857,60.16874313,60.16874313,65.62918854
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,6.446700096,7.361199856,7.932970047,8.884090424,10.8580904,10.8580904,13.87750053,13.80099964,13.5304203,13.85932159,13.78740978
Bangladesh,BGD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.050000191,6.464000225,6.84800005,7.104000092,7.366000175,4.43900013,5.545000076,6.598999977,7.587999821,7.481999874,7.418000221
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.25,3.589999914,4.126999855,4.566999912,5,3.380000114,3.770999908,4.118999958,4.429999828,4.383999825,4.366000175
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.809,27.517,28.237,28.968,29.709,30.462,31.225,31.993,32.762,33.535,34.308
Belarus,BLR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97.1,97.5,97.9,98.15,98.5,98.7,98.8,99,99.1,99.2,99.3
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,100,99.9,99.9,99.9,99.9,99.9,99.8,100,99.8,99.8,100
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.400001524,9.999994812,8.600006536,10.19999944,0.19999531,7.798266823,5.37870745,1.687135536,1.003470841,1.726384854,-3.829570558
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.13,11.18,11.23,11.12,11.07,11.45,11.25,11.27,11.05,10.83,11
Belarus,BLR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,69,68,71,68,70,68,62,63,59,51,50
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,73.3,73.7,74.04,74.36,74.69,75.06,75.5,75.96,76.41,76.83,77.18
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.85121951,69.40487805,70.20731707,70.45609756,70.40731707,70.40487805,70.55365854,71.96585366,72.47073171,72.97073171,73.62439024
Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.7,8,7.3,6.6,6.1,5.6,5.2,4.9,4.6,4.3,4.1
Belarus,BLR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,98.84307254,98.51793956,98.19268968,97.86732291,97.54183924,97.21623868,96.89052123,96.56468688,96.23873563,95.9126675,95.92903518
Belarus,BLR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.3145,3.3795,3.5306,3.1477,3.2845,3.2498,4.7611,4.8352,4.8534,5.012,5.1905
Belarus,BLR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.87190055,22.87190055,22.87190055,22.87190055,22.87190055,23.31940958,22.91114578,21.64637226,20.59045954,19.76605366,20.07627636
Belarus,BLR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.83,7.2,7.28,7.08,7.39,7.3,7.52,7.25,6.97,6.69,6.83
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,98.43138123,99.36715698,101.7897263,104.8463821,105.9405212,104.3696899,102.1262283,99.81443024,98.2072525,98.30412292,99.14978027
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,111.9255905,111.9255905,111.9255905,111.9255905,110.7479019,108.225441,107.3914185,107.2134399,105.4282608,105.52314,105.4690018
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,67.57421112,69.71343231,71.66674805,71.22473145,74.45922089,79.57814026,86.13761902,92.07142639,93.54328156,91.50016022,89.56716156
Belarus,BLR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.035999775,6.482999802,5.886000156,5.360000134,4.623000145,4.701000214,4.600999832,4.480999947,4.413000107,4.368000031,4.222000122
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.062999725,8.399999619,7.672999859,7.032000065,6.099999905,6.252999783,6.165999889,6.051000118,6.006000042,5.993999958,5.840000153
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.354,72.816,73.273,73.726,74.172,74.672,75.188,75.697,76.199,76.693,77.181
Belgium,BEL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,80,80,80,80,80,80,80,80,80,80,80
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.321737054,2.552349944,3.676881136,0.446928735,-2.020743062,2.864292708,1.694513899,0.739217283,0.459242193,1.578533143,2.041459009
Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.44,6.35,6.27,6.25,6.15,6.12,6.05,5.99,5.93,5.85,5.83
Belgium,BEL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,12,11,10,10,9.8,11,10,9.5,9.4,9.1,9.5
Belgium,BEL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,66.66,66.54,67.21,67.2,66.94,67.65,66.62,66.79,67.44,67.72,67.68
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9804878,79.3804878,79.78292683,79.6804878,80.03414634,80.18292683,80.58536585,80.38536585,80.58780488,81.28780488,80.99268293
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.9,4.8,4.7,4.6,4.5,4.4,4.4,4.3,4.2,4.1,4.1
Belgium,BEL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.8521,2.8664,2.8855,2.9021,2.9078,2.9085,2.9219,2.9393,2.9585,2.9723,3.0138
Belgium,BEL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.43635146,16.00931923,16.00931923,16.00931923,16.00931923,16.00931923,15.69844257,14.74189365,14.02266986,13.2336213,13.56652303
Belgium,BEL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2.46,2.82,3.34,3.91,4.83,6.22,6.66,7.67,8.22,9.13,9.37
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.4623413,100.7341919,101.5342178,102.1575623,102.1275635,101.9242401,101.9468002,102.2560501,103.8219681,103.6480637,103.1558075
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,159.8901367,161.0192108,159.514267,158.7434082,156.6383667,156.8615265,156.6331635,157.7947693,160.9192352,162.2993469,163.9347229
Belgium,BEL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,61.08547974,61.65359116,61.20013046,62.08623886,65.26769257,67.82901001,69.8425293,71.1920166,72.11549377,72.99739838,74.55976105
Belgium,BEL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.508999825,9.31499958,8.447999954,7.604000092,8.112999916,8.513999939,7.177999973,7.40899992,8.175000191,7.938000202,7.769000053
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.43999958,8.25,7.460000038,6.980000019,7.909999847,8.289999962,7.139999866,7.539999962,8.430000305,8.520000458,8.479999542
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.403,97.454,97.505,97.555,97.603,97.651,97.698,97.744,97.789,97.833,97.876
Bhutan,BTN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,47.3,51.1,54.65,57.8,61.2,63.9,66.7,68.9,71.2,72.9,75
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.8081131,59.68505478,71.80000305,67.55525208,71.50389862,73.28291321,81.76708984,91.5,87.45114136,91.48351288,95.53071594
Bhutan,BTN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,43.22629166,41.99067688,58.85198212,52.30018997,57.63077164,59.39778137,72.0372467,86.8699646,80.34894562,86.59482574,92.91911316
Bhutan,BTN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.77638245,97.78777313,98.73000336,98.19932556,98.42203522,99.30555725,99.37976074,99.59999847,99.46709442,99.48758698,99.67128754
Bhutan,BTN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,52.3,57.1,71.4,66.3,66,64.5,70,74.6,89,89,89
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.287249352,6.999738095,18.36085406,4.799460612,6.748333748,11.945896,7.982617041,5.118400858,2.119972633,5.77649568,6.642232105
Bhutan,BTN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.6,1.7,1.7,1.7,1.7,1.7,1.8,1.74,1.74,1.74,1.8
Bhutan,BTN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,190,170,183,174,202,232,216,196,185,181,162
Bhutan,BTN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,72.76,72.76,72.76,72.77,72.81,70.47,68.32,66.07,66.47,64.5,68.61
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.805,66.362,66.954,67.499,67.897,68.43,68.881,69.326,69.707,70.049,70.343
Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,57.5,54.1,50.8,47.8,44.9,42.4,40,38,36.2,34.6,33.1
Bhutan,BTN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,7.388524299,6.827970485,6.272804232,5.723144183,5.179238436,4.641091145,4.10880891,3.582970174,3.063558442,2.550502604,2.043696122
Bhutan,BTN,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,96.42560081,96.58407412,96.74264792,96.90132222,97.06009701,97.2189723,97.37794809,97.53702438,97.69620116,97.85547843,97.89733678
Bhutan,BTN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.2166,0.2166,0.2166,0.2546,0.2546,0.2546,0.2546,0.2765,0.2858,0.3393,0.3448
Bhutan,BTN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,43.01963566,43.01963566,43.01963566,43.01963566,43.01963566,43.96188317,43.07170329,42.93227289,41.88190701,40.83967373,39.81863873
Bhutan,BTN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,91.67,91.92,92.07,91.81,92.38,90.8,89.01,87.32,86.7,86.54,86.68
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,91.05957794,94.55560303,97.91548157,100.9437866,105.1542435,108.214447,110.8769836,111.9010315,106.9431076,105.4768219,104.2337646
